mission,setno,station,scientific_name,common_name,abundance,biomass_g,comments
BOF2015001,2015.008,D,Pandalus montagui,Montague shrimp,116,629,NA
BOF2015001,2015.008,D,Ctenodiscus crispatus,mud star,23,190,NA
BOF2015001,2015.008,D,Aurelia aurita,moon jelly,3,110,NA
BOF2015001,2015.008,D,Staurostoma mertensii,whitecross jelly,2,55,NA
BOF2015001,2015.008,D,Hippoglossus hippoglossus,Atlantic halibut,1,4180,NA
BOF2015001,2015.008,D,Cyanea capillata,lion's mane jelly,3,5985,NA
BOF2015001,2015.008,D,Hippoglossoides platessoides,American plaice,46,3105,NA
BOF2015001,2015.008,D,Pseudopleuronectes americanus,winter flounder,21,4668,NA
BOF2015001,2015.008,D,Merluccius bilinearis,silver hake,32,2754,NA
BOF2015001,2015.008,D,Clupea harengus,herring,312,7509,NA
BOF2015001,2015.009,C,Scomber scombrus,mackerel,26,4234,NA
BOF2015001,2015.009,C,Merluccius bilinearis,silver hake,28,1423,NA
BOF2015001,2015.009,C,Clupea harengus,herring,551,7690,NA
BOF2015001,2015.009,C,Myoxocephalus octodecemspinosus,longhorn sculpin,3,309,NA
BOF2015001,2015.009,C,Peprilus triacanthus,butterfish,5,151,NA
BOF2015001,2015.009,C,Doryteuthis pealeii,longfin inshore squid,9,302,NA
BOF2015001,2015.009,C,Melanogrammus aeglefinus,haddock,1,15,NA
BOF2015001,2015.009,C,Urophycis chuss,red hake,4,283,NA
BOF2015001,2015.009,C,Homarus americanus,American lobster,36,27646,NA
BOF2015001,2015.009,C,Osmerus mordax,smelt,18,515,NA
BOF2015001,2015.009,C,Alosa pseudoharengus,alewife,157,9605,NA
BOF2015001,2015.009,C,Pseudopleuronectes americanus,winter flounder,73,3805,NA
BOF2015001,2015.009,C,Urophycis tenuis,white hake,3,80,NA
BOF2015001,2015.009,C,Crangon septemspinosa,sand shrimp,1,2,NA
BOF2015001,2015.009,C,Ophiopholis aculeata,daisy brittle star,4,4,NA
BOF2015001,2015.009,C,unidentified encrusting sponge,unidentified encrusting sponge,21,1815,NA
BOF2015001,2015.009,C,Aurelia aurita,moon jelly,2,58,NA
BOF2015001,2015.009,C,Mercenaria mercenaria,quahog,6,79,NA
BOF2015001,2015.009,C,Clinocardium ciliatum,Iceland cockle,2,15,NA
BOF2015001,2015.009,C,Cancer borealis,Jonah crab,1,315,NA
BOF2015001,2015.009,C,Cancer irroratus,rock crab,5,548,NA
BOF2015001,2015.01,C,Homarus americanus,American lobster,28,30668,NA
BOF2015001,2015.01,C,Alosa pseudoharengus,alewife,13,635,NA
BOF2015001,2015.01,C,Clupea harengus,herring,503,8074,NA
BOF2015001,2015.01,C,Pseudopleuronectes americanus,winter flounder,191,9154,NA
BOF2015001,2015.01,C,Peprilus triacanthus,butterfish,5,176,NA
BOF2015001,2015.01,C,Scomber scombrus,mackerel,4,682,NA
BOF2015001,2015.01,C,Paralichthys dentatus,summer flounder,2,347,NA
BOF2015001,2015.01,C,Scophthalmus aquosus,windowpane flounder,2,199,NA
BOF2015001,2015.01,C,Melanogrammus aeglefinus,haddock,2,15,NA
BOF2015001,2015.01,C,Hippoglossoides platessoides,American plaice,1,28,NA
BOF2015001,2015.01,C,Urophycis chuss,red hake,2,382,NA
BOF2015001,2015.01,C,Crangon septemspinosa,sand shrimp,3,11,NA
BOF2015001,2015.01,C,Aurelia aurita,moon jelly,12,329,NA
BOF2015001,2015.01,C,Merluccius bilinearis,silver hake,49,2801,NA
BOF2015001,2015.01,C,Osmerus mordax,smelt,44,1471,NA
BOF2015001,2015.01,C,Doryteuthis pealeii,longfin inshore squid,1,43,NA
BOF2015001,2015.01,C,Myoxocephalus octodecemspinosus,longhorn sculpin,1,160,NA
BOF2015001,2015.01,C,Asterias vulgaris,northern sea star,5,542,NA
BOF2015001,2015.01,C,unidentified encrusting sponge,unidentified encrusting sponge,1,95,NA
BOF2015001,2015.01,C,Clinocardium ciliatum,Iceland cockle,1,8,NA
BOF2015001,2015.01,C,Cancer irroratus,rock crab,8,890,NA
BOF2015001,2015.011,B,Scomber scombrus,mackerel,24,3860,NA
BOF2015001,2015.011,B,Clupea harengus,herring,60,1129,NA
BOF2015001,2015.011,B,Peprilus triacanthus,butterfish,205,6535,NA
BOF2015001,2015.011,B,Doryteuthis pealeii,longfin inshore squid,63,2439,NA
BOF2015001,2015.011,B,Pseudopleuronectes americanus,winter flounder,50,3617,NA
BOF2015001,2015.011,B,Asterias vulgaris,northern sea star,4,412,NA
BOF2015001,2015.011,B,Cuaudina arenata,rat-tailed sea cucumber,1,19,NA
BOF2015001,2015.011,B,Crangon septemspinosa,sand shrimp,14,41,NA
BOF2015001,2015.011,B,Pandalus montagui,Montague shrimp,2,5,NA
BOF2015001,2015.011,B,Mercenaria mercenaria,quahog,6,90,NA
BOF2015001,2015.011,B,Placopecten magellanicus,deep sea scallop,1,250,NA
BOF2015001,2015.011,B,Cancer irroratus,rock crab,2,110,NA
BOF2015001,2015.011,B,Aurelia aurita,moon jelly,6,120,NA
BOF2015001,2015.011,B,Alosa sapidissima,shad,2,305,NA
BOF2015001,2015.011,B,Urophycis tenuis,white hake,1,151,NA
BOF2015001,2015.011,B,Urophycis chuss,red hake,1,260,NA
BOF2015001,2015.011,B,Merluccius bilinearis,silver hake,5,609,NA
BOF2015001,2015.011,B,Homarus americanus,American lobster,107,53811,NA
BOF2015001,2015.011,B,Osmerus mordax,smelt,28,857,NA
BOF2015001,2015.011,B,Alosa pseudoharengus,alewife,255,24732,NA
BOF2015001,2015.012,B,Homarus americanus,American lobster,290,100607,NA
BOF2015001,2015.012,B,Alosa pseudoharengus,alewife,200,25238,NA
BOF2015001,2015.012,B,Pseudopleuronectes americanus,winter flounder,233,11906,NA
BOF2015001,2015.012,B,Urophycis tenuis,white hake,104,2179,NA
BOF2015001,2015.012,B,Cancer irroratus,rock crab,4,882,NA
BOF2015001,2015.012,B,Urophycis chuss,red hake,31,735,NA
BOF2015001,2015.012,B,Peprilus triacanthus,butterfish,38,1695,NA
BOF2015001,2015.012,B,Osmerus mordax,smelt,77,1463,NA
BOF2015001,2015.012,B,Myoxocephalus octodecemspinosus,longhorn sculpin,88,6797,NA
BOF2015001,2015.012,B,Pandalus montagui,Montague shrimp,1568,6585,NA
BOF2015001,2015.012,B,Scophthalmus aquosus,windowpane flounder,5,91,NA
BOF2015001,2015.012,B,Hippoglossoides platessoides,American plaice,7,289,NA
BOF2015001,2015.012,B,Sebastes fasciatus,Acadian redfish,1,22,NA
BOF2015001,2015.012,B,Zoarces americanus,ocean pout,1,32,NA
BOF2015001,2015.012,B,Doryteuthis pealeii,longfin inshore squid,25,828,NA
BOF2015001,2015.012,B,Cucumaria frondosa,orange-footed sea cucumber,1936,85475,NA
BOF2015001,2015.012,B,Pandalus borealis,northern shrimp,9,107,NA
BOF2015001,2015.012,B,Henricia sanguinolenta,blood star,2,3,NA
BOF2015001,2015.012,B,Strongylocentrotus droebachiensis,green sea urchin,25,933,NA
BOF2015001,2015.012,B,Asterias vulgaris,northern sea star,2,155,NA
BOF2015001,2015.012,B,Aurelia aurita,moon jelly,5,210,NA
BOF2015001,2015.012,B,Mercenaria mercenaria,quahog,1,16,NA
BOF2015001,2015.012,B,Crangon septemspinosa,sand shrimp,33,100,NA
BOF2015001,2015.012,B,Placopecten magellanicus,deep sea scallop,25,74,NA
BOF2015001,2015.013,A,Homarus americanus,American lobster,3,617,NA
BOF2015001,2015.013,A,Cancer irroratus,rock crab,1,77,NA
BOF2015001,2015.013,A,Alosa pseudoharengus,alewife,179,8656,NA
BOF2015001,2015.013,A,Cucumaria frondosa,orange-footed sea cucumber,2,325,NA
BOF2015001,2015.013,A,Triglops murrayi,moustache sculpin,1,6,NA
BOF2015001,2015.013,A,Osmerus mordax,smelt,431,11500,NA
BOF2015001,2015.013,A,Pseudopleuronectes americanus,winter flounder,4,133,NA
BOF2015001,2015.013,A,Merluccius bilinearis,silver hake,6,248,NA
BOF2015001,2015.013,A,Sclerocrangon boreas,sculptured shrimp,1,9,NA
BOF2015001,2015.013,A,Metridium senile,frilled anemone,3,98,NA
BOF2015001,2015.013,A,Doryteuthis pealeii,longfin inshore squid,17,675,NA
BOF2015001,2015.013,A,Urticina felina,northern red anemone,1,8,NA
BOF2015001,2015.013,A,Strongylocentrotus droebachiensis,green sea urchin,9,250,NA
BOF2015001,2015.014,D,Pandalus montagui,Montague shrimp,115,367,NA
BOF2015001,2015.014,D,Alosa pseudoharengus,alewife,100,2585,NA
BOF2015001,2015.014,D,Clupea harengus,herring,48,880,NA
BOF2015001,2015.014,D,Hippoglossoides platessoides,American plaice,4,173,NA
BOF2015001,2015.014,D,Scophthalmus aquosus,windowpane flounder,1,78,NA
BOF2015001,2015.014,D,Melanogrammus aeglefinus,haddock,3,35,NA
BOF2015001,2015.014,D,Alosa sapidissima,shad,1,79,NA
BOF2015001,2015.014,D,Scomber scombrus,mackerel,1,186,NA
BOF2015001,2015.014,D,Urophycis tenuis,white hake,3,306,NA
BOF2015001,2015.014,D,Glyptocephalus cynoglossus,witch flounder,1,12,NA
BOF2015001,2015.014,D,Doryteuthis pealeii,longfin inshore squid,1,62,NA
BOF2015001,2015.014,D,Merluccius bilinearis,silver hake,17,1289,NA
BOF2015001,2015.015,D,Clupea harengus,herring,20,566,NA
BOF2015001,2015.015,D,Peprilus triacanthus,butterfish,34,1169,NA
BOF2015001,2015.015,D,Urophycis tenuis,white hake,36,1766,NA
BOF2015001,2015.015,D,Pandalus montagui,Montague shrimp,2021,7530,NA
BOF2015001,2015.015,D,Cuaudina arenata,rat-tailed sea cucumber,1,7,NA
BOF2015001,2015.015,D,Pandalus borealis,northern shrimp,27,187,NA
BOF2015001,2015.015,D,Homarus americanus,American lobster,13,19312,NA
BOF2015001,2015.015,D,Merluccius bilinearis,silver hake,39,2417,NA
BOF2015001,2015.015,D,Pseudopleuronectes americanus,winter flounder,15,3326,NA
BOF2015001,2015.015,D,Cancer borealis,Jonah crab,2,328,NA
BOF2015001,2015.015,D,Cancer irroratus,rock crab,2,398,NA
BOF2015001,2015.015,D,Myoxocephalus octodecemspinosus,longhorn sculpin,1,241,NA
BOF2015001,2015.015,D,Melanogrammus aeglefinus,haddock,7,472,NA
BOF2015001,2015.015,D,Enchelyopus cimbrius,fourbeard rockling,1,38,NA
BOF2015001,2015.015,D,Alosa pseudoharengus,alewife,6,247,NA
BOF2015001,2015.015,D,Reinhardtius hippoglossoides,Greenland halibut,1,165,NA
BOF2015001,2015.015,D,Hippoglossoides platessoides,American plaice,27,994,NA
BOF2015001,2015.015,D,Placopecten magellanicus,deep sea scallop,2,3,NA
BOF2015001,2015.015,D,Ophiopholis aculeata,daisy brittle star,1,2,NA
BOF2015001,2015.015,D,Ctenodiscus crispatus,mud star,2,6,NA
BOF2015001,2015.015,D,Microgadus tomcod,Atlantic tomcod,1,25,NA
BOF2015001,2015.016,D,Merluccius bilinearis,silver hake,537,33844,NA
BOF2015001,2015.016,D,Urophycis tenuis,white hake,32,1825,NA
BOF2015001,2015.016,D,Clupea harengus,herring,11,933,NA
BOF2015001,2015.016,D,Pandalus borealis,northern shrimp,24,202,NA
BOF2015001,2015.016,D,Pandalus montagui,Montague shrimp,376,1864,NA
BOF2015001,2015.016,D,Ctenodiscus crispatus,mud star,2,9,NA
BOF2015001,2015.016,D,Ophiopholis aculeata,daisy brittle star,45,44,NA
BOF2015001,2015.016,D,Placopecten magellanicus,deep sea scallop,5,30,NA
BOF2015001,2015.016,D,Bolinopsis infundibulum,comb jelly,1,1,NA
BOF2015001,2015.016,D,Cyclopterus lumpus,lumpfish,2,251,NA
BOF2015001,2015.016,D,Homarus americanus,American lobster,10,13985,NA
BOF2015001,2015.016,D,Myoxocephalus octodecemspinosus,longhorn sculpin,13,2422,NA
BOF2015001,2015.016,D,Hemitripterus americanus,sea raven,1,246,NA
BOF2015001,2015.016,D,Peprilus triacanthus,butterfish,6,722,NA
BOF2015001,2015.016,D,Hippoglossoides platessoides,American plaice,7,340,NA
BOF2015001,2015.016,D,Alosa sapidissima,shad,1,146,NA
BOF2015001,2015.016,D,Doryteuthis pealeii,longfin inshore squid,1,120,NA
BOF2015001,2015.016,D,Cancer irroratus,rock crab,2,89,NA
BOF2015001,2015.016,D,Hyas coarctatus,Atlantic lyre crab,1,3,NA
BOF2015001,2015.016,D,Sebastes fasciatus,Acadian redfish,2,509,NA
BOF2015001,2015.016,D,Alosa pseudoharengus,alewife,31,2084,NA
BOF2015001,2015.016,D,Melanogrammus aeglefinus,haddock,3,61,NA
BOF2015001,2015.016,D,Urophycis chuss,red hake,2,163,NA
BOF2015001,2015.016,D,Glyptocephalus cynoglossus,witch flounder,1,89,NA
BOF2015001,2015.016,D,Zoarces americanus,ocean pout,1,160,NA
BOF2015001,2015.016,D,Microgadus tomcod,Atlantic tomcod,1,7,NA
BOF2015001,2015.016,D,Pseudopleuronectes americanus,winter flounder,67,9661,NA
BOF2015001,2015.017,A,Homarus americanus,American lobster,28,14286,NA
BOF2015001,2015.017,A,Cancer irroratus,rock crab,3,362,NA
BOF2015001,2015.017,A,Cancer borealis,Jonah crab,1,160,NA
BOF2015001,2015.017,A,Hyas coarctatus,Atlantic lyre crab,2,21,NA
BOF2015001,2015.017,A,Placopecten magellanicus,deep sea scallop,2,363,NA
BOF2015001,2015.017,A,Cucumaria frondosa,orange-footed sea cucumber,5,870,NA
BOF2015001,2015.017,A,Strongylocentrotus droebachiensis,green sea urchin,14,488,NA
BOF2015001,2015.017,A,Metridium senile,frilled anemone,2,61,NA
BOF2015001,2015.017,A,Urticina felina,northern red anemone,2,68,NA
BOF2015001,2015.017,A,Myoxocephalus octodecemspinosus,longhorn sculpin,1,25,NA
BOF2015001,2015.017,A,Zoarces americanus,ocean pout,1,77,NA
BOF2015001,2015.017,A,Urophycis tenuis,white hake,1,58,NA
BOF2015001,2015.017,A,Urophycis chuss,red hake,1,31,NA
BOF2015001,2015.017,A,Peprilus triacanthus,butterfish,1,41,NA
BOF2015001,2015.017,A,Melanogrammus aeglefinus,haddock,1,36,NA
BOF2015001,2015.017,A,Pseudopleuronectes americanus,winter flounder,3,67,NA
BOF2015001,2015.017,A,Sclerocrangon boreas,sculptured shrimp,19,180,NA
BOF2015001,2015.017,A,Pollachius virens,pollock,1,26,NA
BOF2015001,2015.017,A,Microgadus tomcod,Atlantic tomcod,1,26,NA
BOF2015001,2015.017,A,Crangon septemspinosa,sand shrimp,1,4,NA
BOF2015001,2015.017,A,Pandalus montagui,Montague shrimp,4,12,NA
BOF2015001,2015.017,A,Lepiodonotus squamatus,scale worm,1,1,NA
BOF2015001,2015.017,A,unidentified polychaete,unidentified polychaete,1,1,NA
BOF2015001,2015.017,A,Pseudopleuronectes americanus,winter flounder,6,167,NA
BOF2015001,2015.017,A,Doryteuthis pealeii,longfin inshore squid,42,1984,NA
BOF2015001,2015.017,A,Alosa pseudoharengus,alewife,320,11852,NA
BOF2015001,2015.017,A,Osmerus mordax,smelt,597,20701,NA
BOF2015001,2015.017,A,Merluccius bilinearis,silver hake,67,4605,NA
BOF2015001,2015.018,C,Scomber scombrus,mackerel,7,1351,NA
BOF2015001,2015.018,C,Pseudopleuronectes americanus,winter flounder,124,8195,NA
BOF2015001,2015.018,C,Merluccius bilinearis,silver hake,202,17409,NA
BOF2015001,2015.018,C,Alosa pseudoharengus,alewife,894,71531,NA
BOF2015001,2015.018,C,Cyclopterus lumpus,lumpfish,1,338,NA
BOF2015001,2015.018,C,Homarus americanus,American lobster,47,41456,NA
BOF2015001,2015.018,C,Cancer irroratus,rock crab,4,604,NA
BOF2015001,2015.018,C,Cancer borealis,Jonah crab,1,216,NA
BOF2015001,2015.018,C,Placopecten magellanicus,deep sea scallop,1,92,NA
BOF2015001,2015.018,C,Hyas coarctatus,Atlantic lyre crab,2,18,NA
BOF2015001,2015.018,C,Peprilus triacanthus,butterfish,10,488,NA
BOF2015001,2015.018,C,Osmerus mordax,smelt,18,626,NA
BOF2015001,2015.018,C,Scophthalmus aquosus,windowpane flounder,1,69,NA
BOF2015001,2015.018,C,Doryteuthis pealeii,longfin inshore squid,7,325,NA
BOF2015001,2015.018,C,Clupea harengus,herring,1,22,NA
BOF2015001,2015.018,C,Melanogrammus aeglefinus,haddock,1,38,NA
BOF2015001,2015.018,C,Urophycis chuss,red hake,19,1073,NA
BOF2015001,2015.018,C,Urophycis tenuis,white hake,12,621,NA
BOF2015001,2015.018,C,Halichondria sp.,Halichondria sp.,4,278,NA
BOF2015001,2015.018,C,Ctenodiscus crispatus,mud star,2,7,NA
BOF2015001,2015.018,C,Sclerocrangon boreas,sculptured shrimp,1,3,NA
BOF2015001,2015.019,B,Homarus americanus,American lobster,117,76300,NA
BOF2015001,2015.019,B,Cancer irroratus,rock crab,3,259,NA
BOF2015001,2015.019,B,Myoxocephalus octodecemspinosus,longhorn sculpin,8,852,NA
BOF2015001,2015.019,B,Alosa sapidissima,shad,4,371,NA
BOF2015001,2015.019,B,Melanogrammus aeglefinus,haddock,1,42,NA
BOF2015001,2015.019,B,Scophthalmus aquosus,windowpane flounder,7,247,NA
BOF2015001,2015.019,B,Urophycis chuss,red hake,12,537,NA
BOF2015001,2015.019,B,Urophycis tenuis,white hake,10,541,NA
BOF2015001,2015.019,B,Doryteuthis pealeii,longfin inshore squid,8,268,NA
BOF2015001,2015.019,B,Halichondria sp.,Halichondria sp.,1,207,NA
BOF2015001,2015.019,B,Merluccius bilinearis,silver hake,9,758,NA
BOF2015001,2015.019,B,Peprilus triacanthus,butterfish,131,3271,NA
BOF2015001,2015.019,B,Alosa pseudoharengus,alewife,959,38381,NA
BOF2015001,2015.019,B,Pseudopleuronectes americanus,winter flounder,65,3819,NA
BOF2015001,2015.019,B,Crangon septemspinosa,sand shrimp,28,84,NA
BOF2015001,2015.019,B,Pandalus montagui,Montague shrimp,14,52,NA
BOF2015001,2015.019,B,Microgadus tomcod,Atlantic tomcod,1,12,NA
BOF2015001,2015.019,B,Clupea harengus,herring,5,102,NA
BOF2015001,2015.019,B,Asterias vulgaris,northern sea star,1,16,NA
BOF2015001,2015.019,B,Mercenaria mercenaria,quahog,3,28,NA
BOF2015001,2015.019,B,Placopecten magellanicus,deep sea scallop,1,4,NA
BOF2015001,2015.019,B,Osmerus mordax,smelt,39,994,NA
BOF2015001,2015.02,D,Malacoraja senta,smooth skate,1,215,NA
BOF2015001,2015.02,D,Peprilus triacanthus,butterfish,1,53,NA
BOF2015001,2015.02,D,Clupea harengus,herring,30,369,NA
BOF2015001,2015.02,D,Enchelyopus cimbrius,fourbeard rockling,1,23,NA
BOF2015001,2015.02,D,Urophycis chuss,red hake,1,3,NA
BOF2015001,2015.02,D,Urophycis tenuis,white hake,2,626,NA
BOF2015001,2015.02,D,Merluccius bilinearis,silver hake,2,74,NA
BOF2015001,2015.02,D,Pseudopleuronectes americanus,winter flounder,1,291,NA
BOF2015001,2015.02,D,Henricia sanguinolenta,blood star,1,2,NA
BOF2015001,2015.02,D,Sclerocrangon boreas,sculptured shrimp,1,7,NA
BOF2015001,2015.02,D,Metridium senile,frilled anemone,1,20,NA
BOF2015001,2015.02,D,Boltenia ovifera,stalked sea squirt,1,14,NA
BOF2015001,2015.02,D,Pandalus montagui,Montague shrimp,29,102,NA
BOF2015001,2015.02,D,Bolinopsis infundibulum,comb jelly,2,3,NA
BOF2015001,2015.02,D,Homarus americanus,American lobster,15,7984,NA
BOF2015001,2015.02,D,Alosa pseudoharengus,alewife,55,2145,NA
BOF2015001,2015.021,D,Homarus americanus,American lobster,216,134556,NA
BOF2015001,2015.021,D,Malacoraja senta,smooth skate,1,375,NA
BOF2015001,2015.021,D,Sebastes fasciatus,Acadian redfish,3,105,NA
BOF2015001,2015.021,D,Enchelyopus cimbrius,fourbeard rockling,7,321,NA
BOF2015001,2015.021,D,Doryteuthis pealeii,longfin inshore squid,2,148,NA
BOF2015001,2015.021,D,Cancer irroratus,rock crab,1,88,NA
BOF2015001,2015.021,D,Peprilus triacanthus,butterfish,3,179,NA
BOF2015001,2015.021,D,Clupea harengus,herring,1,33,NA
BOF2015001,2015.021,D,Melanogrammus aeglefinus,haddock,1,43,NA
BOF2015001,2015.021,D,Microgadus tomcod,Atlantic tomcod,3,198,NA
BOF2015001,2015.021,D,Scophthalmus aquosus,windowpane flounder,1,59,NA
BOF2015001,2015.021,D,unidentified encrusting sponge,unidentified encrusting sponge,1,192,NA
BOF2015001,2015.021,D,Merluccius bilinearis,silver hake,47,5028,NA
BOF2015001,2015.021,D,Bathypolypus arcticus,deep sea octopus,3,75,NA
BOF2015001,2015.021,D,Myoxocephalus octodecemspinosus,longhorn sculpin,25,3929,NA
BOF2015001,2015.021,D,Pseudopleuronectes americanus,winter flounder,153,15499,NA
BOF2015001,2015.021,D,Aspidophoroides monopterygius,Atlantic alligatorfish,2,5,NA
BOF2015001,2015.021,D,Urophycis chuss,red hake,3,215,NA
BOF2015001,2015.021,D,Crangon septemspinosa,sand shrimp,1,1,NA
BOF2015001,2015.021,D,Pandalus montagui,Montague shrimp,103,506,NA
BOF2015001,2015.021,D,Palmate sp.,Palmate sp.,1,9,NA
BOF2015001,2015.021,D,Urophycis tenuis,white hake,84,6362,NA
BOF2015001,2015.022,B,Homarus americanus,American lobster,597,486532,NA
BOF2015001,2015.022,B,Myoxocephalus octodecemspinosus,longhorn sculpin,131,9840,NA
BOF2015001,2015.022,B,Pseudopleuronectes americanus,winter flounder,410,21744,NA
BOF2015001,2015.022,B,Urophycis chuss,red hake,1,78,NA
BOF2015001,2015.022,B,Urophycis tenuis,white hake,183,12574,NA
BOF2015001,2015.022,B,Cancer borealis,Jonah crab,1,476,NA
BOF2015001,2015.022,B,Leucoraja ocellata,winter skate,1,403,NA
BOF2015001,2015.022,B,Leucoraja erinacea,little skate,7,319,NA
BOF2015001,2015.022,B,Hippoglossoides platessoides,American plaice,2,91,NA
BOF2015001,2015.022,B,Alosa pseudoharengus,alewife,2,73,NA
BOF2015001,2015.022,B,Hemitripterus americanus,sea raven,1,12,NA
BOF2015001,2015.022,B,Pandalus montagui,Montague shrimp,117,482,NA
BOF2015001,2015.022,B,Pandalus borealis,northern shrimp,1,7,NA
BOF2015001,2015.022,B,Pseudopleuronectes americanus,winter flounder,5,145,NA
BOF2015001,2015.022,B,Merluccius bilinearis,silver hake,9,1006,NA
BOF2015001,2015.022,B,Urophycis tenuis,white hake,1,28,NA
BOF2015001,2015.022,B,Microgadus tomcod,Atlantic tomcod,1,43,NA
BOF2015001,2015.022,B,Asterias vulgaris,northern sea star,2,42,NA
BOF2015001,2015.022,B,Strongylocentrotus droebachiensis,green sea urchin,29,1167,NA
BOF2015001,2015.022,B,unidentified encrusting sponge,unidentified encrusting sponge,2,119,NA
BOF2016001,2016.001,C,Alosa pseudoharengus,alewife,1,46,NA
BOF2016001,2016.001,C,Melanogrammus aeglefinus,haddock,1,7,NA
BOF2016001,2016.001,C,Crangon septemspinosa,sand shrimp,1,3,NA
BOF2016001,2016.001,C,Pandalus montagui,Montague shrimp,29,86,NA
BOF2016001,2016.001,C,Nephtys incisa,Nephtys incisa,1,3,NA
BOF2016001,2016.001,C,Chrysaora quinquecirrha,sea nettle,1,29,NA
BOF2016001,2016.001,C,Clupea harengus,herring,59,1198,NA
BOF2016001,2016.002,D,Pandalus borealis,northern shrimp,18,170,NA
BOF2016001,2016.002,D,Homarus americanus,American lobster,14,8696,NA
BOF2016001,2016.002,D,Ctenodiscus crispatus,mud star,6,52,NA
BOF2016001,2016.002,D,Cancer irroratus,rock crab,1,101,NA
BOF2016001,2016.002,D,Peprilus triacanthus,butterfish,10,456,NA
BOF2016001,2016.002,D,Lophius americanus,monkfish,1,478,NA
BOF2016001,2016.002,D,Osmerus mordax,smelt,1,34,NA
BOF2016001,2016.002,D,Urophycis tenuis,white hake,2,154,NA
BOF2016001,2016.002,D,Urophycis chuss,red hake,1,48,NA
BOF2016001,2016.002,D,Doryteuthis pealeii,longfin inshore squid,3,115,NA
BOF2016001,2016.002,D,Illex illecebrosus,shortfin squid,2,12,NA
BOF2016001,2016.002,D,Aurelia aurita,moon jelly,5,281,NA
BOF2016001,2016.002,D,Bolinopsis infundibulum,comb jelly,2,3,NA
BOF2016001,2016.002,D,Pseudopleuronectes americanus,winter flounder,47,8262,NA
BOF2016001,2016.002,D,Pandalus montagui,Montague shrimp,392,1003,NA
BOF2016001,2016.002,D,Clupea harengus,herring,111,3533,NA
BOF2016001,2016.002,D,Alosa pseudoharengus,alewife,13,566,NA
BOF2016001,2016.002,D,Hippoglossoides platessoides,American plaice,36,1653,NA
BOF2016001,2016.002,D,Merluccius bilinearis,silver hake,487,14636,NA
BOF2016001,2016.003,D,Homarus americanus,American lobster,18,14149,NA
BOF2016001,2016.003,D,Pandalus borealis,northern shrimp,6,68,NA
BOF2016001,2016.003,D,Ophiopholis aculeata,daisy brittle star,17,27,NA
BOF2016001,2016.003,D,Ctenodiscus crispatus,mud star,2,4,NA
BOF2016001,2016.003,D,Placopecten magellanicus,deep sea scallop,3,8,NA
BOF2016001,2016.003,D,Peprilus triacanthus,butterfish,3,124,NA
BOF2016001,2016.003,D,Hippoglossoides platessoides,American plaice,6,180,NA
BOF2016001,2016.003,D,Rajella bathyphilus,deepwater ray,1,103,NA
BOF2016001,2016.003,D,Leucoraja erinacea,little skate,2,7,NA
BOF2016001,2016.003,D,Enchelyopus cimbrius,fourbeard rockling,1,53,NA
BOF2016001,2016.003,D,Urophycis tenuis,white hake,8,1255,NA
BOF2016001,2016.003,D,Urophycis chuss,red hake,2,48,NA
BOF2016001,2016.003,D,Doryteuthis pealeii,longfin inshore squid,1,52,NA
BOF2016001,2016.003,D,Illex illecebrosus,shortfin squid,1,10,NA
BOF2016001,2016.003,D,Alosa pseudoharengus,alewife,1,135,NA
BOF2016001,2016.003,D,Melanogrammus aeglefinus,haddock,1,74,NA
BOF2016001,2016.003,D,Sebastes fasciatus,Acadian redfish,5,256,NA
BOF2016001,2016.003,D,Aurelia aurita,moon jelly,7,341,NA
BOF2016001,2016.003,D,Asterias vulgaris,northern sea star,1,3,NA
BOF2016001,2016.003,D,Unidentified sponge,Unidentified sponge,1,2,NA
BOF2016001,2016.003,D,Clupea harengus,herring,8,546,NA
BOF2016001,2016.003,D,Myoxocephalus octodecemspinosus,longhorn sculpin,2,309,NA
BOF2016001,2016.003,D,Hemitripterus americanus,sea raven,2,2338,NA
BOF2016001,2016.003,D,Zoarces americanus,ocean pout,2,546,NA
BOF2016001,2016.003,D,Merluccius bilinearis,silver hake,346,13837,NA
BOF2016001,2016.003,D,Pseudopleuronectes americanus,winter flounder,31,5914,NA
BOF2016001,2016.003,D,Pandalus montagui,Montague shrimp,309,1522,NA
BOF2016001,2016.004,B,Homarus americanus,American lobster,122,51385,NA
BOF2016001,2016.004,B,Cancer irroratus,rock crab,5,720,NA
BOF2016001,2016.004,B,Myoxocephalus octodecemspinosus,longhorn sculpin,12,1481,NA
BOF2016001,2016.004,B,Osmerus mordax,smelt,12,436,NA
BOF2016001,2016.004,B,Clupea harengus,herring,11,422,NA
BOF2016001,2016.004,B,Gadus morhua,Atlantic cod,1,160,NA
BOF2016001,2016.004,B,Doryteuthis pealeii,longfin inshore squid,4,134,NA
BOF2016001,2016.004,B,Leucoraja erinacea,little skate,1,209,NA
BOF2016001,2016.004,B,Peprilus triacanthus,butterfish,1,73,NA
BOF2016001,2016.004,B,Hippoglossoides platessoides,American plaice,4,160,NA
BOF2016001,2016.004,B,Scophthalmus aquosus,windowpane flounder,2,94,NA
BOF2016001,2016.004,B,Myoxocephalus octodecemspinosus,longhorn sculpin,1,15,NA
BOF2016001,2016.004,B,Urophycis tenuis,white hake,3,298,NA
