"MISSION","SETNO","SPECIES_CODE","SCIENTIFIC_NAME","COMMON_NAME","NUMBER_CAUGHT","BIOMASS","COMMENTS"
"BOF2015001",1,43,"Pseudopleuronectes americanus","winter flounder",191,9154,""
"BOF2015001",1,701,"Peprilus triacanthus","butterfish ",5,176,""
"BOF2015001",1,70,"Scomber scombrus","mackerel",4,682,""
"BOF2015001",1,141,"Paralichthys dentatus","summer flounder",2,347,""
"BOF2015001",1,143,"Scophthalmus aquosus","windowpane flounder",2,199,""
"BOF2015001",1,11,"Melanogrammus aeglefinus","haddock",2,15,""
"BOF2015001",1,40,"Hippoglossoides platessoides","American plaice",1,28,""
"BOF2015001",1,13,"Urophycis chuss","red hake",2,382,""
"BOF2015001",1,2417,"Crangon septemspinosa","sand shrimp",3,11,""
"BOF2015001",1,8010,"Aurelia aurita","moon jelly",12,329,""
"BOF2015001",1,14,"Merluccius bilinearis","silver hake",49,2801,""
"BOF2015001",1,63,"Osmerus mordax","smelt",44,1471,""
"BOF2015001",1,,"Doryteuthis pealeii","longfin inshore squid",1,43,""
"BOF2015001",1,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,160,""
"BOF2015001",1,,"Asterias vulgaris","northern sea star",5,542,""
"BOF2015001",1,,"unidentified encrusting sponge","unidentified encrusting sponge",1,95,""
"BOF2015001",1,4342,"Clinocardium ciliatum","Iceland cockle",1,8,""
"BOF2015001",1,2513,"Cancer irroratus","rock crab",8,890,""
"BOF2015001",11,70,"Scomber scombrus","mackerel",24,3860,""
"BOF2015001",11,60,"Clupea harengus","herring",60,1129,""
"BOF2015001",11,701,"Peprilus triacanthus","butterfish ",205,6535,""
"BOF2015001",11,,"Doryteuthis pealeii","longfin inshore squid",63,2439,""
"BOF2015001",11,43,"Pseudopleuronectes americanus","winter flounder",50,3617,""
"BOF2015001",11,,"Asterias vulgaris","northern sea star",4,412,""
"BOF2015001",11,,"Cuaudina arenata","rat-tailed sea cucumber",1,19,""
"BOF2015001",11,2417,"Crangon septemspinosa","sand shrimp",14,41,""
"BOF2015001",11,2212,"Pandalus montagui","Montague shrimp",2,5,""
"BOF2015001",11,4323,"Mercenaria mercenaria","quahog",6,90,""
"BOF2015001",11,4321,"Placopecten magellanicus","deep sea scallop",1,250,""
"BOF2015001",11,2513,"Cancer irroratus","rock crab",2,110,""
"BOF2015001",11,8010,"Aurelia aurita","moon jelly",6,120,""
"BOF2015001",11,61,"Alosa sapidissima","shad",2,305,""
"BOF2015001",11,12,"Urophycis tenuis","white hake",1,151,""
"BOF2015001",11,13,"Urophycis chuss","red hake",1,260,""
"BOF2015001",11,14,"Merluccius bilinearis","silver hake",5,609,""
"BOF2015001",11,2550,"Homarus americanus","American lobster",107,53811,""
"BOF2015001",11,63,"Osmerus mordax","smelt",28,857,""
"BOF2015001",11,62,"Alosa pseudoharengus","alewife",255,24732,""
"BOF2015001",12,2550,"Homarus americanus","American lobster",290,100607,""
"BOF2015001",12,62,"Alosa pseudoharengus","alewife",200,25238,""
"BOF2015001",12,43,"Pseudopleuronectes americanus","winter flounder",233,11906,""
"BOF2015001",12,12,"Urophycis tenuis","white hake",104,2179,""
"BOF2015001",12,2513,"Cancer irroratus","rock crab",4,882,""
"BOF2015001",12,13,"Urophycis chuss","red hake",31,735,""
"BOF2015001",12,701,"Peprilus triacanthus","butterfish ",38,1695,""
"BOF2015001",12,63,"Osmerus mordax","smelt",77,1463,""
"BOF2015001",12,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",88,6797,""
"BOF2015001",12,2212,"Pandalus montagui","Montague shrimp",1568,6585,""
"BOF2015001",12,143,"Scophthalmus aquosus","windowpane flounder",5,91,""
"BOF2015001",12,40,"Hippoglossoides platessoides","American plaice",7,289,""
"BOF2015001",12,283,"Sebastes fasciatus","Acadian redfish",1,22,""
"BOF2015001",12,640,"Zoarces americanus","ocean pout",1,32,""
"BOF2015001",12,,"Doryteuthis pealeii","longfin inshore squid",25,828,""
"BOF2015001",12,6611,"Cucumaria frondosa","orange-footed sea cucumber",1936,85475,""
"BOF2015001",12,2211,"Pandalus borealis","northern shrimp",9,107,""
"BOF2015001",12,6119,"Henricia sanguinolenta","blood star",2,3,""
"BOF2015001",12,6411,"Strongylocentrotus droebachiensis","green sea urchin",25,933,""
"BOF2015001",12,,"Asterias vulgaris","northern sea star",2,155,""
"BOF2015001",12,8010,"Aurelia aurita","moon jelly",5,210,""
"BOF2015001",12,4323,"Mercenaria mercenaria","quahog",1,16,""
"BOF2015001",12,2417,"Crangon septemspinosa","sand shrimp",33,100,""
"BOF2015001",12,4321,"Placopecten magellanicus","deep sea scallop",25,74,""
"BOF2015001",13,2550,"Homarus americanus","American lobster",3,617,""
"BOF2015001",13,2513,"Cancer irroratus","rock crab",1,77,""
"BOF2015001",13,62,"Alosa pseudoharengus","alewife",179,8656,""
"BOF2015001",13,6611,"Cucumaria frondosa","orange-footed sea cucumber",2,325,""
"BOF2015001",13,304,"Triglops murrayi","moustache sculpin",1,6,""
"BOF2015001",13,63,"Osmerus mordax","smelt",431,11500,""
"BOF2015001",13,43,"Pseudopleuronectes americanus","winter flounder",4,133,""
"BOF2015001",13,14,"Merluccius bilinearis","silver hake",6,248,""
"BOF2015001",13,2414,"Sclerocrangon boreas","sculptured shrimp",1,9,""
"BOF2015001",13,8311,"Metridium senile","frilled anemone",3,98,""
"BOF2015001",13,,"Doryteuthis pealeii","longfin inshore squid",17,675,""
"BOF2015001",13,,"Urticina felina","northern red anemone",1,8,""
"BOF2015001",13,6411,"Strongylocentrotus droebachiensis","green sea urchin",9,250,""
"BOF2015001",14,2212,"Pandalus montagui","Montague shrimp",115,367,""
"BOF2015001",14,62,"Alosa pseudoharengus","alewife",100,2585,""
"BOF2015001",14,60,"Clupea harengus","herring",48,880,""
"BOF2015001",14,40,"Hippoglossoides platessoides","American plaice",4,173,""
"BOF2015001",14,143,"Scophthalmus aquosus","windowpane flounder",1,78,""
"BOF2015001",14,11,"Melanogrammus aeglefinus","haddock",3,35,""
"BOF2015001",14,61,"Alosa sapidissima","shad",1,79,""
"BOF2015001",14,70,"Scomber scombrus","mackerel",1,186,""
"BOF2015001",14,12,"Urophycis tenuis","white hake",3,306,""
"BOF2015001",14,41,"Glyptocephalus cynoglossus","witch flounder",1,12,""
"BOF2015001",14,,"Doryteuthis pealeii","longfin inshore squid",1,62,""
"BOF2015001",14,14,"Merluccius bilinearis","silver hake",17,1289,""
"BOF2015001",15,60,"Clupea harengus","herring",20,566,""
"BOF2015001",15,701,"Peprilus triacanthus","butterfish ",34,1243,""
"BOF2015001",15,12,"Urophycis tenuis","white hake",36,1766,""
"BOF2015001",15,2212,"Pandalus montagui","Montague shrimp",2021,7530,""
"BOF2015001",15,,"Cuaudina arenata","rat-tailed sea cucumber",1,7,""
"BOF2015001",15,2211,"Pandalus borealis","northern shrimp",27,187,""
"BOF2015001",15,2550,"Homarus americanus","American lobster",13,19312,""
"BOF2015001",15,14,"Merluccius bilinearis","silver hake",39,2417,""
"BOF2015001",15,43,"Pseudopleuronectes americanus","winter flounder",15,3326,""
"BOF2015001",15,2511,"Cancer borealis","Jonah crab",2,328,""
"BOF2015001",15,2513,"Cancer irroratus","rock crab",2,398,""
"BOF2015001",15,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,241,""
"BOF2015001",15,11,"Melanogrammus aeglefinus","haddock",7,472,""
"BOF2015001",15,114,"Enchelyopus cimbrius","fourbeard rockling",1,38,""
"BOF2015001",15,62,"Alosa pseudoharengus","alewife",6,247,""
"BOF2015001",15,31,"Reinhardtius hippoglossoides","Greenland halibut",1,165,""
"BOF2015001",15,40,"Hippoglossoides platessoides","American plaice",27,994,""
"BOF2015001",15,4321,"Placopecten magellanicus","deep sea scallop",2,3,""
"BOF2015001",15,6211,"Ophiopholis aculeata","daisy brittle star",1,2,""
"BOF2015001",15,6115,"Ctenodiscus crispatus","mud star",2,6,""
"BOF2015001",15,17,"Microgadus tomcod","Atlantic tomcod",1,25,""
"BOF2015001",16,14,"Merluccius bilinearis","silver hake",537,33844,""
"BOF2015001",16,12,"Urophycis tenuis","white hake",32,1825,""
"BOF2015001",16,60,"Clupea harengus","herring",11,933,""
"BOF2015001",16,2211,"Pandalus borealis","northern shrimp",24,202,""
"BOF2015001",16,2212,"Pandalus montagui","Montague shrimp",376,1864,""
"BOF2015001",16,6115,"Ctenodiscus crispatus","mud star",2,9,""
"BOF2015001",16,6211,"Ophiopholis aculeata","daisy brittle star",45,44,""
"BOF2015001",16,4321,"Placopecten magellanicus","deep sea scallop",5,30,""
"BOF2015001",16,,"Bolinopsis infundibulum","comb jelly",1,1,""
"BOF2015001",16,501,"Cyclopterus lumpus","lumpfish",2,251,""
"BOF2015001",16,2550,"Homarus americanus","American lobster",10,13985,""
"BOF2015001",16,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",13,2422,""
"BOF2015001",16,320,"Hemitripterus americanus","sea raven",1,246,""
"BOF2015001",16,701,"Peprilus triacanthus","butterfish ",6,722,""
"BOF2015001",16,40,"Hippoglossoides platessoides","American plaice",7,340,""
"BOF2015001",16,61,"Alosa sapidissima","shad",1,146,""
"BOF2015001",16,,"Doryteuthis pealeii","longfin inshore squid",1,120,""
"BOF2015001",16,2513,"Cancer irroratus","rock crab",2,89,""
"BOF2015001",16,2521,"Hyas coarctatus","Atlantic lyre crab",1,3,""
"BOF2015001",16,283,"Sebastes fasciatus","Acadian redfish",2,509,""
"BOF2015001",16,62,"Alosa pseudoharengus","alewife",31,2084,""
"BOF2015001",16,11,"Melanogrammus aeglefinus","haddock",3,61,""
"BOF2015001",16,13,"Urophycis chuss","red hake",2,163,""
"BOF2015001",16,41,"Glyptocephalus cynoglossus","witch flounder",1,89,""
"BOF2015001",16,640,"Zoarces americanus","ocean pout",1,160,""
"BOF2015001",16,17,"Microgadus tomcod","Atlantic tomcod",1,7,""
"BOF2015001",16,43,"Pseudopleuronectes americanus","winter flounder",67,9661,""
"BOF2015001",17,2550,"Homarus americanus","American lobster",28,14286,""
"BOF2015001",17,2513,"Cancer irroratus","rock crab",3,362,""
"BOF2015001",17,2511,"Cancer borealis","Jonah crab",1,160,""
"BOF2015001",17,2521,"Hyas coarctatus","Atlantic lyre crab",2,21,""
"BOF2015001",17,4321,"Placopecten magellanicus","deep sea scallop",2,363,""
"BOF2015001",17,6611,"Cucumaria frondosa","orange-footed sea cucumber",5,870,""
"BOF2015001",17,6411,"Strongylocentrotus droebachiensis","green sea urchin",14,488,""
"BOF2015001",17,8311,"Metridium senile","frilled anemone",2,61,""
"BOF2015001",17,,"Urticina felina","northern red anemone",2,68,""
"BOF2015001",17,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,25,""
"BOF2015001",17,640,"Zoarces americanus","ocean pout",1,77,""
"BOF2015001",17,12,"Urophycis tenuis","white hake",1,58,""
"BOF2015001",17,13,"Urophycis chuss","red hake",1,31,""
"BOF2015001",17,701,"Peprilus triacanthus","butterfish ",1,41,""
"BOF2015001",17,11,"Melanogrammus aeglefinus","haddock",1,36,""
"BOF2015001",17,43,"Pseudopleuronectes americanus","winter flounder",3,67,""
"BOF2015001",17,2414,"Sclerocrangon boreas","sculptured shrimp",19,180,""
"BOF2015001",17,16,"Pollachius virens ","pollock",1,26,""
"BOF2015001",17,17,"Microgadus tomcod","Atlantic tomcod",1,26,""
"BOF2015001",17,2417,"Crangon septemspinosa","sand shrimp",1,4,""
"BOF2015001",17,2212,"Pandalus montagui","Montague shrimp",4,12,""
"BOF2015001",17,,"Lepiodonotus squamatus","scale worm",1,1,""
"BOF2015001",17,,"unidentified polychaete","unidentified polychaete",1,1,""
"BOF2015001",17,43,"Pseudopleuronectes americanus","winter flounder",6,167,""
"BOF2015001",17,,"Doryteuthis pealeii","longfin inshore squid",42,1984,""
"BOF2015001",17,62,"Alosa pseudoharengus","alewife",320,11852,""
"BOF2015001",17,63,"Osmerus mordax","smelt",597,20872,""
"BOF2015001",17,14,"Merluccius bilinearis","silver hake",67,4605,""
"BOF2015001",18,70,"Scomber scombrus","mackerel",7,1351,""
"BOF2015001",18,43,"Pseudopleuronectes americanus","winter flounder",124,8195,""
"BOF2015001",18,14,"Merluccius bilinearis","silver hake",202,17409,""
"BOF2015001",18,62,"Alosa pseudoharengus","alewife",894,71531,""
"BOF2015001",18,501,"Cyclopterus lumpus","lumpfish",1,338,""
"BOF2015001",18,2550,"Homarus americanus","American lobster",47,41456,""
"BOF2015001",18,2513,"Cancer irroratus","rock crab",4,604,""
"BOF2015001",18,2511,"Cancer borealis","Jonah crab",1,216,""
"BOF2015001",18,4321,"Placopecten magellanicus","deep sea scallop",1,92,""
"BOF2015001",18,2521,"Hyas coarctatus","Atlantic lyre crab",2,18,""
"BOF2015001",18,701,"Peprilus triacanthus","butterfish ",10,488,""
"BOF2015001",18,63,"Osmerus mordax","smelt",18,626,""
"BOF2015001",18,143,"Scophthalmus aquosus","windowpane flounder",1,69,""
"BOF2015001",18,,"Doryteuthis pealeii","longfin inshore squid",7,325,""
"BOF2015001",18,60,"Clupea harengus","herring",1,22,""
"BOF2015001",18,11,"Melanogrammus aeglefinus","haddock",1,38,""
"BOF2015001",18,13,"Urophycis chuss","red hake",19,1473,""
"BOF2015001",18,12,"Urophycis tenuis","white hake",12,621,""
"BOF2015001",18,,"Halichondria sp.","Halichondria sp.",4,278,""
"BOF2015001",18,6115,"Ctenodiscus crispatus","mud star",2,7,""
"BOF2015001",18,2414,"Sclerocrangon boreas","sculptured shrimp",1,3,""
"BOF2015001",19,2550,"Homarus americanus","American lobster",117,76300,""
"BOF2015001",19,2513,"Cancer irroratus","rock crab",3,259,""
"BOF2015001",19,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",8,852,""
"BOF2015001",19,61,"Alosa sapidissima","shad",4,371,""
"BOF2015001",19,11,"Melanogrammus aeglefinus","haddock",1,42,""
"BOF2015001",19,143,"Scophthalmus aquosus","windowpane flounder",7,247,""
"BOF2015001",19,13,"Urophycis chuss","red hake",12,537,""
"BOF2015001",19,12,"Urophycis tenuis","white hake",10,541,""
"BOF2015001",19,,"Doryteuthis pealeii","longfin inshore squid",8,268,""
"BOF2015001",19,,"Halichondria sp.","Halichondria sp.",1,207,""
"BOF2015001",19,14,"Merluccius bilinearis","silver hake",9,758,""
"BOF2015001",19,701,"Peprilus triacanthus","butterfish ",131,3271,""
"BOF2015001",19,62,"Alosa pseudoharengus","alewife",959,38381,""
"BOF2015001",19,43,"Pseudopleuronectes americanus","winter flounder",65,3819,""
"BOF2015001",19,2417,"Crangon septemspinosa","sand shrimp",28,84,""
"BOF2015001",19,2212,"Pandalus montagui","Montague shrimp",14,52,""
"BOF2015001",19,17,"Microgadus tomcod","Atlantic tomcod",1,12,""
"BOF2015001",19,60,"Clupea harengus","herring",5,102,""
"BOF2015001",19,,"Asterias vulgaris","northern sea star",1,16,""
"BOF2015001",19,4323,"Mercenaria mercenaria","quahog",3,28,""
"BOF2015001",19,4321,"Placopecten magellanicus","deep sea scallop",1,4,""
"BOF2015001",19,63,"Osmerus mordax","smelt",39,994,""
"BOF2015001",2,202,"Malacoraja senta","smooth skate",1,215,""
"BOF2015001",2,701,"Peprilus triacanthus","butterfish ",1,53,""
"BOF2015001",2,60,"Clupea harengus","herring",30,369,""
"BOF2015001",2,114,"Enchelyopus cimbrius","fourbeard rockling",1,23,""
"BOF2015001",2,13,"Urophycis chuss","red hake",1,3,""
"BOF2015001",2,12,"Urophycis tenuis","white hake",2,626,""
"BOF2015001",2,14,"Merluccius bilinearis","silver hake",2,74,""
"BOF2015001",2,43,"Pseudopleuronectes americanus","winter flounder",1,291,""
"BOF2015001",2,6119,"Henricia sanguinolenta","blood star",1,2,""
"BOF2015001",2,2414,"Sclerocrangon boreas","sculptured shrimp",1,7,""
"BOF2015001",2,8311,"Metridium senile","frilled anemone",1,20,""
"BOF2015001",2,,"Boltenia ovifera","stalked sea squirt",1,14,""
"BOF2015001",2,2212,"Pandalus montagui","Montague shrimp",29,102,""
"BOF2015001",2,,"Bolinopsis infundibulum","comb jelly",2,3,""
"BOF2015001",2,2550,"Homarus americanus","American lobster",15,7984,""
"BOF2015001",2,62,"Alosa pseudoharengus","alewife",55,2145,""
"BOF2015001",21,2550,"Homarus americanus","American lobster",216,134556,""
"BOF2015001",21,202,"Malacoraja senta","smooth skate",1,375,""
"BOF2015001",21,283,"Sebastes fasciatus","Acadian redfish",3,105,""
"BOF2015001",21,114,"Enchelyopus cimbrius","fourbeard rockling",7,321,""
"BOF2015001",21,,"Doryteuthis pealeii","longfin inshore squid",2,148,""
"BOF2015001",21,2513,"Cancer irroratus","rock crab",1,88,""
"BOF2015001",21,701,"Peprilus triacanthus","butterfish ",3,179,""
"BOF2015001",21,60,"Clupea harengus","herring",1,33,""
"BOF2015001",21,11,"Melanogrammus aeglefinus","haddock",1,43,""
"BOF2015001",21,17,"Microgadus tomcod","Atlantic tomcod",3,,""
"BOF2015001",21,143,"Scophthalmus aquosus","windowpane flounder",1,59,""
"BOF2015001",21,,"unidentified encrusting sponge","unidentified encrusting sponge",1,192,""
"BOF2015001",21,14,"Merluccius bilinearis","silver hake",47,5028,""
"BOF2015001",21,4524,"Bathypolypus arcticus","deep sea octopus",3,75,""
"BOF2015001",21,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",25,3929,""
"BOF2015001",21,43,"Pseudopleuronectes americanus","winter flounder",153,15499,""
"BOF2015001",21,340,"Aspidophoroides monopterygius","Atlantic alligatorfish",2,5,""
"BOF2015001",21,13,"Urophycis chuss","red hake",3,215,""
"BOF2015001",21,2417,"Crangon septemspinosa","sand shrimp",1,1,""
"BOF2015001",21,2212,"Pandalus montagui","Montague shrimp",103,506,""
"BOF2015001",21,,"Palmate sp.","Palmate sp.",1,9,""
"BOF2015001",21,12,"Urophycis tenuis","white hake",84,6362,""
"BOF2015001",22,2550,"Homarus americanus","American lobster",597,486532,""
"BOF2015001",22,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",131,9840,""
"BOF2015001",22,43,"Pseudopleuronectes americanus","winter flounder",410,21744,""
"BOF2015001",22,13,"Urophycis chuss","red hake",1,78,""
"BOF2015001",22,12,"Urophycis tenuis","white hake",183,12574,""
"BOF2015001",22,2511,"Cancer borealis","Jonah crab",1,476,""
"BOF2015001",22,204,"Leucoraja ocellata","winter skate",1,403,""
"BOF2015001",22,203,"Leucoraja erinacea","little skate",7,319,""
"BOF2015001",22,40,"Hippoglossoides platessoides","American plaice",2,91,""
"BOF2015001",22,62,"Alosa pseudoharengus","alewife",2,73,""
"BOF2015001",22,320,"Hemitripterus americanus","sea raven",1,12,""
"BOF2015001",22,2212,"Pandalus montagui","Montague shrimp",117,482,""
"BOF2015001",22,2211,"Pandalus borealis","northern shrimp",1,7,""
"BOF2015001",22,43,"Pseudopleuronectes americanus","winter flounder",5,145,""
"BOF2015001",22,14,"Merluccius bilinearis","silver hake",9,1006,""
"BOF2015001",22,12,"Urophycis tenuis","white hake",1,28,""
"BOF2015001",22,17,"Microgadus tomcod","Atlantic tomcod",1,43,""
"BOF2015001",22,,"Asterias vulgaris","northern sea star",2,42,""
"BOF2015001",22,6411,"Strongylocentrotus droebachiensis","green sea urchin",29,1167,""
"BOF2015001",22,,"unidentified encrusting sponge","unidentified encrusting sponge",2,119,""
"BOF2016001",15,2550,"Homarus americanus","American lobster",33,13348,""
"BOF2016001",15,10,"Gadus morhua","Atlantic cod",1,25,""
"BOF2016001",15,70,"Scomber scombrus","mackerel",1,97,""
"BOF2016001",15,320,"Hemitripterus americanus","sea raven",2,183,""
"BOF2016001",15,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,58,""
"BOF2016001",15,340,"Aspidophoroides monopterygius","Atlantic alligatorfish",2,8,""
"BOF2016001",15,6611,"Cucumaria frondosa","orange-footed sea cucumber",2,478,""
"BOF2016001",15,,"Asterias vulgaris","northern sea star",1,34,""
"BOF2016001",15,,"Unidentified sea spider","Unidentified sea spider",1,1,""
"BOF2016001",15,,"Doryteuthis pealeii","longfin inshore squid",3,143,""
"BOF2016001",15,2513,"Cancer irroratus","rock crab",1,79,""
"BOF2016001",15,2414,"Sclerocrangon boreas","sculptured shrimp",23,111,""
"BOF2016001",15,2212,"Pandalus montagui","Montague shrimp",7,12,""
"BOF2016001",15,14,"Merluccius bilinearis","silver hake",13,707,""
"BOF2016001",15,43,"Pseudopleuronectes americanus","winter flounder",15,520,""
"BOF2016001",15,2319,"Lebbeus groenlandicus","Greenland shrimp",1,1,""
"BOF2016001",16,2550,"Homarus americanus","American lobster",574,433940,""
"BOF2016001",16,501,"Cyclopterus lumpus","lumpfish",2,341,""
"BOF2016001",16,30,"Hippoglossus hippoglossus","Atlantic halibut",1,1405,""
"BOF2016001",16,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",7,1948,""
"BOF2016001",16,2511,"Cancer borealis","Jonah crab",3,598,""
"BOF2016001",16,70,"Scomber scombrus","mackerel",28,6506,""
"BOF2016001",16,60,"Clupea harengus","herring",9,534,""
"BOF2016001",16,,"Doryteuthis pealeii","longfin inshore squid",51,1950,""
"BOF2016001",16,301,"Myoxocephalus scorpius","shorthorn sculpin",1,8,""
"BOF2016001",16,,"Colus stimpsoni","Stimpson's whelk",1,8,""
"BOF2016001",16,2521,"Hyas coarctatus","lesser toad crab",1,2,""
"BOF2016001",16,320,"Hemitripterus americanus","sea raven",2,323,""
"BOF2016001",16,10,"Gadus morhua","Atlantic cod",1,103,""
"BOF2016001",16,13,"Urophycis chuss","red hake",1,44,""
"BOF2016001",16,2527,"Hyas araneus","toad crab",2,2,""
"BOF2016001",16,,"Asterias vulgaris","northern sea star",2,46,""
"BOF2016001",16,2212,"Pandalus montagui","Montague shrimp",2,5,""
"BOF2016001",16,2414,"Sclerocrangon boreas","sculptured shrimp",1,1,""
"BOF2016001",16,4342,"Clinocardium ciliatum","Iceland cockle",1,10,""
"BOF2016001",16,6411,"Strongylocentrotus droebachiensis","green sea urchin",2,2,""
"BOF2016001",16,2417,"Crangon septemspinosa","sand shrimp",1,3,""
"BOF2016001",16,43,"Pseudopleuronectes americanus","winter flounder",277,18240,""
"BOF2016001",16,11,"Melanogrammus aeglefinus","haddock",232,6491,""
"BOF2016001",16,14,"Merluccius bilinearis","silver hake",128,8293,""
"BOF2016001",17,2550,"Homarus americanus","American lobster",17,18226,""
"BOF2016001",17,701,"Peprilus triacanthus","butterfish ",5,348,""
"BOF2016001",17,62,"Alosa pseudoharengus","alewife",3,192,""
"BOF2016001",17,60,"Clupea harengus","herring",2,98,""
"BOF2016001",17,640,"Zoarces americanus","ocean pout",1,64,""
"BOF2016001",17,114,"Enchelyopus cimbrius","fourbeard rockling",1,30,""
"BOF2016001",17,13,"Urophycis chuss","red hake",1,62,""
"BOF2016001",17,6115,"Ctenodiscus crispatus","mud star",4,28,""
"BOF2016001",17,43,"Pseudopleuronectes americanus","winter flounder",10,1318,""
"BOF2016001",17,400,"Lophius americanus","monkfish",1,284,""
"BOF2016001",17,40,"Hippoglossoides platessoides","American plaice",18,1108,""
"BOF2016001",17,6211,"Ophiopholis aculeata","daisy brittle star",3,5,""
"BOF2016001",17,4338,"Astarte castanea","chestnut astarte",2,48,""
"BOF2016001",17,4304,"Arctica islandica","black clam",5,40,""
"BOF2016001",17,4357,"Megayoldia thraciaeformis","broad yoldia",3,37,""
"BOF2016001",17,2212,"Pandalus montagui","Montague shrimp",255,2764,""
"BOF2016001",17,2211,"Pandalus borealis","northern shrimp",103,1459,""
"BOF2016001",17,220,"Squalus acanthias","spiny dogfish",1,2020,""
"BOF2016001",17,12,"Urophycis tenuis","white hake",11,2137,""
"BOF2016001",17,14,"Merluccius bilinearis","silver hake",445,27547,""
"BOF2016001",18,2550,"Homarus americanus","American lobster",53,33210,""
"BOF2016001",18,2511,"Cancer borealis","Jonah crab",1,115,""
"BOF2016001",18,62,"Alosa pseudoharengus","alewife",11,532,""
"BOF2016001",18,701,"Peprilus triacanthus","butterfish ",3,196,""
"BOF2016001",18,61,"Alosa sapidissima","shad",1,118,""
"BOF2016001",18,40,"Hippoglossoides platessoides","American plaice",3,43,""
"BOF2016001",18,2212,"Pandalus montagui","Montague shrimp",2,2,""
"BOF2016001",18,220,"Squalus acanthias","spiny dogfish",1,1750,""
"BOF2016001",18,14,"Merluccius bilinearis","silver hake",227,16792,""
"BOF2016001",18,43,"Pseudopleuronectes americanus","winter flounder",29,4200,""
"BOF2016001",18,12,"Urophycis tenuis","white hake",3,418,""
"BOF2016001",18,6211,"Ophiopholis aculeata","daisy brittle star",14,14,""
"BOF2016001",18,6115,"Ctenodiscus crispatus","mud star",2,18,""
"BOF2016001",19,220,"Squalus acanthias","spiny dogfish",1,1290,""
"BOF2016001",19,2550,"Homarus americanus","American lobster",54,60003,""
"BOF2016001",19,43,"Pseudopleuronectes americanus","winter flounder",9,2236,""
"BOF2016001",19,400,"Lophius americanus","monkfish",7,2938,""
"BOF2016001",19,640,"Zoarces americanus","ocean pout",4,980,""
"BOF2016001",19,701,"Peprilus triacanthus","butterfish ",9,555,""
"BOF2016001",19,60,"Clupea harengus","herring",2,74,""
"BOF2016001",19,62,"Alosa pseudoharengus","alewife",2,150,""
"BOF2016001",19,114,"Enchelyopus cimbrius","fourbeard rockling",1,12,""
"BOF2016001",19,,"Doryteuthis pealeii","longfin inshore squid",2,112,""
"BOF2016001",19,2513,"Cancer irroratus","rock crab",5,750,""
"BOF2016001",19,12,"Urophycis tenuis","white hake",24,6012,""
"BOF2016001",19,13,"Urophycis chuss","red hake",15,3054,""
"BOF2016001",19,2212,"Pandalus montagui","Montague shrimp",587,1854,""
"BOF2016001",19,2211,"Pandalus borealis","northern shrimp",65,506,""
"BOF2016001",19,6211,"Ophiopholis aculeata","daisy brittle star",21550,29308,""
"BOF2016001",19,,"Lyonsia hyalina","glassy lyonsia",1,1,""
"BOF2016001",19,14,"Merluccius bilinearis","silver hake",1326,78447,""
"BOF2016001",19,6115,"Ctenodiscus crispatus","mud star",145,807,""
"BOF2016001",19,40,"Hippoglossoides platessoides","American plaice",149,5205,""
"BOF2016001",20,43,"Pseudopleuronectes americanus","winter flounder",197,28216,""
"BOF2016001",20,2212,"Pandalus montagui","Montague shrimp",480,2495,""
"BOF2016001",20,2319,"Lebbeus groenlandicus","Greenland shrimp",1,4,""
"BOF2016001",20,8613,"Suberites ficus","fig sponge",6,65,""
"BOF2016001",20,,"Unidentified sponge","Unidentified sponge",2,35,""
"BOF2016001",20,3200,"Aphrodita aculeata","sea mouse",1,6,""
"BOF2016001",20,1827,"Halocynthia pyriformis","sea peach",4,24,""
"BOF2016001",20,2521,"Hyas coarctatus","lesser toad crab",1,5,""
"BOF2016001",20,320,"Hemitripterus americanus","sea raven",7,7321,""
"BOF2016001",20,400,"Lophius americanus","monkfish",1,357,""
"BOF2016001",20,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",28,4573,""
"BOF2016001",20,2550,"Homarus americanus","American lobster",86,47197,""
"BOF2016001",20,2513,"Cancer irroratus","rock crab",2,248,""
"BOF2016001",20,701,"Peprilus triacanthus","butterfish ",3,168,""
"BOF2016001",20,114,"Enchelyopus cimbrius","fourbeard rockling",3,111,""
"BOF2016001",20,340,"Aspidophoroides monopterygius","Atlantic alligatorfish",1,5,""
"BOF2016001",20,14,"Merluccius bilinearis","silver hake",348,23718,""
"BOF2016001",20,13,"Urophycis chuss","red hake",19,1754,""
"BOF2016001",20,12,"Urophycis tenuis","white hake",18,4137,""
"BOF2016001",20,11,"Melanogrammus aeglefinus","haddock",1,270,""
"BOF2016001",20,3504,"Harmothoe imbricata","15-scale worm",1,1,""
"BOF2016001",21,283,"Sebastes fasciatus","Acadian redfish",22,4070,""
